GPST,x_x,y_x,z_x,ns,sdx(m),sdy(m),sdz(m)
2023/12/06 09:11:28.00,459598.1847,5634143.38,2946820.6507,12.0,2.6264,7.7726,4.9128
2023/12/06 09:11:29.00,459602.1383,5634143.2521,2946820.4382,12.0,2.6263,7.7727,4.9132
2023/12/06 09:11:30.00,459605.4729,5634138.5515,2946817.6559,13.0,2.3174,6.0482,3.8921
2023/12/06 09:11:31.00,459610.6457,5634138.4832,2946819.8704,13.0,2.3174,6.0483,3.8924
2023/12/06 09:11:32.00,459615.4676,5634139.7404,2946821.9768,13.0,2.3173,6.0484,3.8926
2023/12/06 09:11:33.00,459619.2817,5634141.2928,2946822.4177,13.0,2.3173,6.0484,3.8929
2023/12/06 09:11:34.00,459622.0573,5634141.6385,2946821.7495,13.0,2.3172,6.0485,3.8931
2023/12/06 09:11:35.00,459624.1872,5634140.9301,2946821.8963,13.0,2.3172,6.0486,3.8934
2023/12/06 09:11:36.00,459627.1156,5634140.2476,2946822.2751,12.0,2.3583,6.0939,3.9674
2023/12/06 09:11:37.00,459629.0361,5634140.9491,2946821.5381,13.0,2.3171,6.0487,3.8939
2023/12/06 09:11:38.00,459631.6027,5634139.8624,2946821.7594,13.0,2.317,6.0487,3.8941
2023/12/06 09:11:39.00,459633.8807,5634138.3678,2946823.6857,13.0,2.317,6.0488,3.8944
2023/12/06 09:11:40.00,459634.688,5634132.3523,2946817.5497,13.0,2.3169,6.0489,3.8947
2023/12/06 09:11:41.00,459639.8107,5634143.3882,2946822.7235,12.0,2.6255,7.7742,4.9177
2023/12/06 09:11:42.00,459641.0493,5634142.4851,2946819.1088,13.0,2.3168,6.049,3.8952
2023/12/06 09:11:43.00,459643.2829,5634146.6218,2946817.9059,13.0,2.3168,6.0491,3.8954
2023/12/06 09:11:44.00,459644.6072,5634149.851,2946814.811,13.0,2.3167,6.0491,3.8957
2023/12/06 09:11:45.00,459649.5474,5634166.446,2946819.7439,13.0,2.3167,6.0492,3.8959
2023/12/06 09:11:46.00,459653.4053,5634163.3086,2946818.4887,12.0,3.715,8.5942,3.9022
2023/12/06 09:11:47.00,459647.659,5634147.6486,2946798.4713,12.0,3.7149,8.5942,3.9025
2023/12/06 09:11:48.00,459648.177,5634148.3113,2946792.6709,12.0,3.7149,8.5941,3.9027
2023/12/06 09:11:49.00,459648.5637,5634153.3699,2946787.6094,13.0,2.3165,6.0494,3.8969
2023/12/06 09:11:50.00,459649.1764,5634156.6419,2946783.4365,13.0,2.3164,6.0495,3.8972
2023/12/06 09:11:51.00,459650.6876,5634158.9271,2946778.1787,13.0,2.3164,6.0495,3.8975
2023/12/06 09:11:52.00,459651.5838,5634162.7579,2946772.7467,13.0,2.3163,6.0496,3.8977
2023/12/06 09:11:53.00,459653.0657,5634164.8889,2946766.4622,13.0,2.3163,6.0497,3.898
2023/12/06 09:11:54.00,459654.148,5634167.9583,2946760.8989,13.0,2.3162,6.0497,3.8982
2023/12/06 09:11:55.00,459655.6089,5634169.6911,2946755.5896,13.0,2.3162,6.0498,3.8985
2023/12/06 09:11:56.00,459656.6094,5634172.2679,2946751.2069,13.0,2.3161,6.0498,3.8987
2023/12/06 09:11:57.00,459657.7571,5634174.8185,2946746.1285,13.0,2.3161,6.0499,3.899
2023/12/06 09:11:58.00,459659.2753,5634178.2552,2946740.9799,13.0,2.316,6.05,3.8992
2023/12/06 09:11:59.00,459661.8904,5634185.8445,2946737.948,13.0,2.316,6.05,3.8995
2023/12/06 09:12:00.00,459663.1033,5634187.8248,2946730.3975,13.0,2.3159,6.0501,3.8997
2023/12/06 09:12:01.00,459664.6589,5634191.0745,2946723.4666,13.0,2.3159,6.0501,3.9
2023/12/06 09:12:02.00,459666.2068,5634194.474,2946716.2224,13.0,2.3158,6.0502,3.9003
2023/12/06 09:12:03.00,459667.6595,5634197.1039,2946708.6776,13.0,2.3158,6.0503,3.9005
2023/12/06 09:12:04.00,459669.2364,5634200.336,2946702.0812,13.0,2.3157,6.0503,3.9008
